"user_id","test_group"
"71290436","variant"
"71517983","variant"
"68900800","variant"
"71155868","variant"
"67745567","variant"
"70919294","control"
"62626673","variant"
"67383210","variant"
"68915365","variant"
"70924755","control"
"69871325","control"
"71240648","variant"
"68034145","variant"
"69488153","variant"
"66776218","variant"
"69802864","variant"
"64267790","control"
"69738275","variant"
"70644164","variant"
"66883048","control"
"65665781","variant"
"66817235","variant"
"63696579","control"
"69413414","variant"
"69884121","control"
"71181167","variant"
"69976331","variant"
"66693666","control"
"66873220","control"
"70970294","control"
"70796996","control"
"71146831","variant"
"66434214","control"
"68938520","variant"
"64458991","variant"
"70977100","variant"
"66899426","variant"
"70662392","control"
"70730485","variant"
"70288561","control"
"69418946","variant"
"70569468","control"
"66710075","control"
"67627561","variant"
"67691967","control"
"48744469","control"
"72904805","variant"
"69123195","control"
"67617339","variant"
"68816408","variant"
"69308499","variant"
"69925680","variant"
"70632639","control"
"69001298","control"
"69933573","control"
"67701011","control"
"71238267","variant"
"70983425","variant"
"67852772","variant"
"69170523","variant"
"66797839","variant"
"67633530","control"
"69390251","control"
"69046372","variant"
"64577130","variant"
"68028245","variant"
"67364186","control"
"66571802","variant"
"65570317","control"
"64946476","variant"
"67824699","variant"
"68728150","variant"
"71128428","control"
"66310019","control"
"63374527","variant"
"65688746","control"
"66059768","variant"
"65943761","variant"
"71378231","control"
"69940698","variant"
"62616081","control"
"63801281","variant"
"66632010","control"
"62684044","control"
"64167873","control"
"69256538","control"
"65262353","variant"
"63302055","variant"
"70715050","control"
"68837138","variant"
"67822640","control"
"68759035","variant"
"66881129","control"
"64369047","control"
"69052769","variant"
"69847269","variant"
"67844597","variant"
"69970863","control"
"69235141","variant"
"70990808","variant"
"69004841","variant"
"66386811","variant"
"71234223","variant"
"71286961","variant"
"72871924","variant"
"67341958","variant"
"66801822","variant"
"68892043","variant"
"68799724","control"
"69281597","variant"
"71237225","control"
"65824884","control"
"68954534","control"
"71370558","control"
"71753805","variant"
"70988851","variant"
"69799184","variant"
"67933253","control"
"71270827","variant"
"69946993","control"
"70075547","variant"
"67686562","variant"
"58692917","variant"
"66111693","variant"
"71038319","variant"
"69455957","control"
"69151890","control"
"56658919","variant"
"55635562","control"
"71026160","variant"
"71360402","variant"
"69202055","variant"
"67639438","variant"
"68029578","variant"
"54720242","control"
"70615596","variant"
"68723715","variant"
"68686319","control"
"71293616","variant"
"69459063","control"
"72674451","control"
"51701861","variant"
"70901189","variant"
"69664197","control"
"70808016","control"
"67342613","variant"
"69107163","control"
"66782526","variant"
"67673673","variant"
"69248785","control"
"54227961","control"
"69540664","control"
"67924115","variant"
"68950372","variant"
"71568834","variant"
"70097791","variant"
"64334603","control"
"54635992","control"
"70241550","variant"
"66488947","variant"
"68042397","control"
"54581042","control"
"70330552","control"
"68030523","control"
"69238460","variant"
"68993039","control"
"70082117","variant"
"71389383","control"
"64267530","control"
"69015731","control"
"68834979","variant"
"71175313","control"
"69556119","variant"
"64627041","variant"
"70991605","variant"
"71035328","control"
"64316608","variant"
"66202135","variant"
"66447456","control"
"66485899","variant"
"65472284","control"
"65487713","variant"
"72915323","control"
"64451994","control"
"64559540","control"
"69448042","variant"
"69167749","control"
"71017148","variant"
"71523608","control"
"68843116","variant"
"64251663","control"
"60606792","variant"
"69233943","variant"
"65279067","control"
"71451705","variant"
"70302173","variant"
"72663885","control"
"49721385","variant"
"70250545","variant"
"58688842","variant"
"65590539","variant"
"64465483","variant"
"70776074","variant"
"70132716","control"
"66989209","control"
"60175017","control"
"72821450","control"
"68050357","control"
"70043112","control"
"65287391","control"
"72723441","variant"
"71286474","variant"
"58136148","variant"
"50257145","variant"
"66081932","variant"
"51374864","variant"
"63428447","variant"
"64296181","variant"
"62810701","control"
"63112873","variant"
"66996965","variant"
"64169162","control"
"67206080","control"
"67014688","variant"
"71545142","variant"
"65477478","control"
"68628869","control"
"68880250","control"
"66277355","control"
"68563729","control"
"67632360","control"
"67343559","control"
"66685149","control"
"67388636","control"
"64144702","control"
"65181219","control"
"50068691","control"
"67453658","control"
"63831716","control"
"65332372","control"
"69975876","control"
"66798751","variant"
"66794833","control"
"72896092","variant"
"71629379","control"
"72674649","control"
"71292508","variant"
"65193435","control"
"67186167","variant"
"47028477","variant"
"69591383","variant"
"71002562","variant"
"66588838","variant"
"71568314","variant"
"67821428","control"
"69286395","variant"
"70143217","variant"
"71409506","variant"
"69454528","variant"
"69667801","variant"
"68894664","variant"
"67853992","control"
"69068171","control"
"70633917","variant"
"65604116","variant"
"67488694","variant"
"66460576","variant"
"69262580","variant"
"70152989","control"
"65486721","variant"
"63415037","variant"
"68661073","variant"
"68661630","control"
"68885090","variant"
"70037632","control"
"66872382","variant"
"64962354","control"
"66577941","variant"
"70537748","variant"
"66215247","control"
"71102934","variant"
"70820680","variant"
"70687937","variant"
"69064030","variant"
"72810839","variant"
"61356468","control"
"71534501","variant"
"71448104","variant"
"70471609","variant"
"69409263","variant"
"69489541","variant"
"71034666","variant"
"67755427","control"
"71384944","variant"
"69296105","variant"
"69441708","variant"
"69787724","control"
"71417584","control"
"71281789","control"
"65142941","variant"
"71748398","control"
"70931020","variant"
"71534237","variant"
"67880384","variant"
"71393680","control"
"67491703","variant"
"69540811","variant"
"69877886","variant"
"54013693","variant"
"69726173","variant"
"65873063","variant"
"69291189","control"
"67940621","control"
"69905834","variant"
"69712300","variant"
"69716226","control"
"72626283","control"
"64755461","variant"
"67513320","control"
"69412532","variant"
"70575495","control"
"69411046","variant"
"69936465","variant"
"71012563","control"
"65996421","control"
"71328498","variant"
"69832132","variant"
"64245250","variant"
"69930974","variant"
"67001747","control"
"68673784","variant"
"67846869","variant"
"64375409","variant"
"71407341","control"
"64354614","variant"
"71375314","variant"
"68737740","variant"
"69482605","variant"
"47132780","variant"
"68849010","control"
"69934124","control"
"70216606","variant"
"71101283","control"
"69520218","control"
"65334750","control"
"64750898","variant"
"66305052","control"
"65789160","variant"
"67359003","variant"
"69808804","variant"
"64221663","variant"
"64420254","control"
"64271903","control"
"69843725","variant"
"69883412","variant"
"68021406","variant"
"69072443","variant"
"64359594","variant"
"68822972","variant"
"71462234","control"
"68043365","control"
"52373907","control"
"68575168","control"
"71284005","control"
"64556494","control"
"71355926","variant"
"68743768","control"
"71204168","control"
"69379904","control"
"65764194","variant"
"70510802","variant"
"71050956","control"
"70527807","variant"
"71175782","control"
"70922222","control"
"63382521","variant"
"65174431","control"
"67921808","variant"
"65800965","variant"
"62436641","variant"
"67162396","control"
"57323179","variant"
"70068763","control"
"66267178","variant"
"65071997","variant"
"70682580","variant"
"69468922","control"
"70665869","control"
"71472108","variant"
"70280715","control"
"71469182","control"
"68717859","variant"
"71056069","variant"
"68054875","variant"
"68600724","control"
"69260170","control"
"49618530","variant"
"68633550","control"
"71508996","variant"
"50263030","control"
"66153044","variant"
"71032928","control"
"63368419","control"
"66472585","control"
"71183038","variant"
"70218398","variant"
"71385967","variant"
"69420599","variant"
"70007028","variant"
"70974151","control"
"71033627","control"
"64568801","variant"
"69857892","control"
"65722475","control"
"61170633","control"
"69021008","variant"
"70984476","control"
"71210437","control"
"65387192","control"
"66669915","control"
"70675601","control"
"65707166","control"
"70391936","control"
"70326255","variant"
"68620347","control"
"52190629","variant"
"55028704","control"
"71471466","variant"
"71369384","control"
"69541246","variant"
"68695435","control"
"65390306","variant"
"66759219","control"
"69802968","variant"
"70632807","variant"
"67211532","variant"
"72419370","control"
"69935305","control"
"70213133","control"
"67923674","variant"
"65077322","variant"
"66380457","control"
"59477904","variant"
"64331603","control"
"64113801","variant"
"65800629","variant"
"66518279","control"
"69007297","control"
"65997984","variant"
"65380643","control"
"64877670","control"
"66577590","variant"
"68750378","control"
"69080367","control"
"68059680","variant"
"67589109","variant"
"67249626","variant"
"67382900","control"
"65675222","variant"
"67623523","control"
"70008771","control"
"70752535","variant"
"65096044","control"
"68041482","control"
"49141566","control"
"70380416","variant"
"66143162","control"
"71124805","variant"
"71785088","control"
"67762019","variant"
"64759120","control"
"71316242","control"
"69615872","control"
"70745813","control"
"70923713","control"
"66929160","variant"
"71041985","variant"
"61346687","variant"
"70903968","variant"
"63895942","variant"
"66078739","control"
"69203538","control"
"64504693","variant"
"69188419","variant"
"65788581","variant"
"67429204","variant"
"54789112","variant"
"64869571","control"
"67857174","variant"
"68648921","control"
"49836729","control"
"65881329","variant"
"68051422","control"
"64246008","control"
"65256452","variant"
"69496067","variant"
"71277231","variant"
"66500455","variant"
"70617437","control"
"71382214","variant"
"69749900","control"
"67906482","control"
"66892398","control"
"69974924","variant"
"68786440","variant"
"65698639","variant"
"68032106","variant"
"69993180","control"
"65289461","variant"
"71531627","variant"
"64791350","variant"
"64313139","variant"
"66486340","variant"
"68852774","control"
"69127313","control"
"66807914","variant"
"63909787","variant"
"68734671","variant"
"64222777","control"
"59961186","variant"
"67316517","control"
"64993053","control"
"66354472","variant"
"71374317","control"
"71240791","control"
"71544319","control"
"68796969","variant"
"66678566","variant"
"69924874","control"
"69023605","control"
"66457135","control"
"65375434","variant"
"71097327","control"
"69491212","control"
"63419290","control"
"67912829","control"
"70983868","variant"
"70207648","variant"
"69000965","control"
"70213601","control"
"69874681","control"
"56588814","variant"
"69068909","control"
"72660002","control"
"70865729","control"
"65104854","control"
"66873183","control"
"70236258","control"
"67822974","variant"
"66862088","variant"
"63295684","variant"
"64341018","variant"
"69042123","variant"
"64837074","variant"
"67178765","variant"
"65496391","control"
"69887179","variant"
"64361446","variant"
"71461339","control"
"68689507","variant"
"69072715","control"
"68671121","variant"
"68884866","variant"
"71014301","control"
"63726390","control"
"69764449","control"
"71598495","control"
"63798940","variant"
"67259443","variant"
"65256563","control"
"57540486","variant"
"57485420","control"
"71712210","variant"
"68952862","control"
"71132538","variant"
"69861089","variant"
"69603314","control"
"69654703","variant"
"68006130","variant"
"71176392","variant"
"69912238","variant"
"54824512","variant"
"55460190","variant"
"53728771","control"
"69551312","variant"
"70250521","variant"
"71291571","variant"
"68843472","control"
"69058442","variant"
"66788947","variant"
"67873396","variant"
"67788721","variant"
"64259003","variant"
"69013968","variant"
"66698848","variant"
"71193506","variant"
"68023321","control"
"69037129","variant"
"69864162","control"
"69918985","variant"
"71205466","variant"
"64226620","variant"
"67262698","variant"
"65750874","control"
"67843321","variant"
"69536667","variant"
"71614530","variant"
"67087641","variant"
"67987230","control"
"69383794","control"
"71517493","variant"
"69121205","variant"
"71229446","variant"
"70998494","control"
"70943713","control"
"70935356","control"
"63926222","control"
"71200618","variant"
"67448929","variant"
"65578346","variant"
"70131723","variant"
"65509444","variant"
"69191595","control"
"68833357","control"
"69839997","control"
"64336464","variant"
"63797256","variant"
"64933199","variant"
"66907475","variant"
"64768442","control"
"71059128","control"
"69664962","variant"
"66662708","variant"
"70060055","control"
"70828616","control"
"69969560","control"
"69579379","variant"
"69252603","control"
"71351732","control"
"60863246","control"
"68714218","variant"
"64973364","variant"
"66504530","control"
"68793861","variant"
"66276996","variant"
"68801113","control"
"70813350","control"
"65675123","variant"
"69484499","variant"
"69235242","variant"
"67948251","variant"
"69790927","variant"
"69786858","variant"
"71606344","control"
"71603369","variant"
"66059105","variant"
"64866719","variant"
"70039438","control"
"66492790","variant"
"67980721","control"
"70823201","variant"
"69259875","variant"
"69222124","control"
"69855533","control"
"68796236","variant"
"64751951","control"
"71064026","control"
"67093021","variant"
"51615227","variant"
"67207567","variant"
"69945663","variant"
"70762439","control"
"69771170","variant"
"68027570","variant"
"65677758","control"
"69047505","variant"
"66345138","control"
"71366512","control"
"69045145","control"
"71031893","variant"
"70914957","variant"
"68036433","control"
"67850560","control"
"67191050","control"
"69906770","control"
"71459305","control"
"71451959","control"
"67502010","control"
"70237329","variant"
"69524807","variant"
"64749836","variant"
"64625025","control"
"66184454","control"
"65021521","variant"
"70827527","variant"
"69838745","variant"
"70580538","control"
"67568195","variant"
"69657122","variant"
"69626536","variant"
"67976699","control"
"70411506","variant"
"66731763","control"
"64026512","control"
"46560927","variant"
"70944666","variant"
"69108887","variant"
"69157261","control"
"68762510","control"
"71136470","variant"
"68766899","control"
"69366964","control"
"57129374","variant"
"67773444","variant"
"67948859","control"
"69161635","control"
"65793792","control"
"69297632","variant"
"64873321","variant"
"69343926","variant"
"66188821","control"
"68584340","variant"
"65472988","variant"
"66175446","control"
"60533202","variant"
"71533757","variant"
"65966956","control"
"59749168","control"
"65861295","variant"
"66806427","control"
"64242539","variant"
"70608994","variant"
"69865304","variant"
"69541489","control"
"67015495","variant"
"65833949","variant"
"67013727","control"
"62282155","variant"
"70607154","control"
"70775818","control"
"65988117","variant"
"67711457","variant"
"67002330","variant"
"71429745","variant"
"67792964","variant"
"56849430","variant"
"61609024","variant"
"69864550","control"
"66479388","control"
"65817024","control"
"70715451","control"
"54756619","control"
"69690693","variant"
"72825457","variant"
"72689430","variant"
"67768757","variant"
"64145727","variant"
"66170295","variant"
"67247370","variant"
"67011879","control"
"69722383","control"
"64363365","control"
"69447122","control"
"64672074","control"
"64465465","control"
"65305465","control"
"53448824","control"
"65618173","control"
"65551446","control"
"66145628","control"
"67259785","control"
"59746612","control"
"70531382","control"
"67599790","control"
"66097786","control"
"69412267","variant"
"70187635","control"
"48229968","variant"
"52668547","control"
"65373921","variant"
"67642536","variant"
"68742126","control"
"67957158","variant"
"69003931","variant"
"72853712","variant"
"69584131","control"
"71002019","control"
"65108658","variant"
"68983116","control"
"49144813","control"
"65516869","variant"
"64203254","variant"
"65682858","control"
"64166661","variant"
"63367099","variant"
"72876781","control"
"68890579","variant"
"67930889","variant"
"69553133","variant"
"63807976","control"
"67089125","variant"
"71251030","variant"
"68598459","control"
"71526031","control"
"70978832","control"
"71480523","variant"
"66571854","control"
"68576437","control"
"69778535","variant"
"70937441","control"
"69844888","variant"
"67259263","variant"
"69756535","variant"
"70098995","variant"
"63899110","variant"
"70158912","variant"
"69863911","variant"
"68577784","variant"
"70139639","control"
"63694411","control"
"64559111","control"
"66698933","variant"
"67904943","variant"
"69915637","variant"
"71186214","variant"
"70516938","variant"
"66725794","variant"
"65267344","variant"
"70946640","variant"
"68898060","control"
"67694097","variant"
"68694986","control"
"69648531","control"
"70118664","control"
"69834426","variant"
"68686578","control"
"69922809","control"
"69151653","variant"
"66990415","variant"
"68029120","variant"
"68791173","control"
"68004435","control"
"67155500","control"
"55276615","control"
"68621249","control"
"69704905","variant"
"71589036","variant"
"65150179","variant"
"71114083","variant"
"68016479","control"
"68049940","control"
"65141140","variant"
"70980891","variant"
"70261352","variant"
"70227774","variant"
"69163494","variant"
"52300907","variant"
"68054634","variant"
"70009612","variant"
"70288293","variant"
"71324295","variant"
"69155235","variant"
"68739521","control"
"71428773","variant"
"70616308","control"
"68935510","control"
"68663754","variant"
"69985184","control"
"64238920","control"
"64265259","control"
"67077587","variant"
"67263243","control"
"69820165","control"
"64365965","variant"
"61245755","control"
"66177735","variant"
"69533102","variant"
"67778336","variant"
"67170735","variant"
"71674091","control"
"70790607","variant"
"69520739","variant"
"69255143","variant"
"65672302","control"
"67563018","variant"
"71638736","control"
"68749240","control"
"68967873","control"
"71296137","control"
"71010803","control"
"69477564","control"
"71102157","control"
"69450630","control"
"54487804","control"
"64780016","control"
"70918159","control"
"68638539","control"
"67365248","control"
"69110455","control"
"66060229","control"
"67583048","variant"
"66454230","control"
"66377033","control"
"63956120","variant"
"71005065","control"
"71618634","control"
"67901610","variant"
"71417275","control"
"68594857","variant"
"68731638","variant"
"65485822","variant"
"71459516","variant"
"70160627","variant"
"69552981","control"
"67922905","control"
"70897617","variant"
"68687564","control"
"69866903","control"
"70234884","control"
"69996761","variant"
"67282306","variant"
"67056872","control"
"69297215","control"
"71213922","variant"
"65409002","control"
"69792079","variant"
"63492513","variant"
"68965422","variant"
"71005450","variant"
"71215694","variant"
"63836449","variant"
"69798466","variant"
"70929753","control"
"70155774","control"
"65540033","variant"
"59495518","control"
"69418392","variant"
"69206678","variant"
"69300485","control"
"68611816","control"
"69657660","control"
"68040822","variant"
"71183333","control"
"67612638","variant"
"65479975","variant"
"71128755","control"
"71639465","variant"
"70230778","variant"
"64680154","variant"
"69447469","control"
"62189022","control"
"65603572","control"
"70232395","control"
"67076296","variant"
"71127436","variant"
"69657935","control"
"70637732","variant"
"70516359","variant"
"67827349","variant"
"67764105","variant"
"67953883","variant"
"68694690","variant"
"69464412","variant"
"71354948","variant"
"70207094","control"
"68577636","variant"
"58648283","variant"
"65709195","control"
"67735475","variant"
"63901108","variant"
"66494731","variant"
"71199332","variant"
"69930157","control"
"69556042","control"
"70549678","control"
"70516279","control"
"69969084","control"
"68988579","control"
"68680665","variant"
"64142137","variant"
"51122266","control"
"49827510","control"
"72865814","variant"
"69757564","variant"
"65172519","control"
"67763996","control"
"69850534","control"
"67859921","variant"
"71597363","control"
"65161248","variant"
"66180745","variant"
"71647539","control"
"70988490","control"
"64239747","control"
"64681044","control"
"63940976","control"
"67704502","control"
"67976053","control"
"68595524","control"
"70117769","variant"
"70942558","variant"
"70580096","variant"
"68896066","variant"
"66380529","control"
"69341790","variant"
"67349063","control"
"67690985","control"
"69656259","control"
"67770521","variant"
"71546096","variant"
"69900734","variant"
"65605291","control"
"67951238","control"
"65888427","variant"
"71503746","control"
"71541259","control"
"71237366","control"
"68894380","control"
"66613838","variant"
"68632981","control"
"65823949","control"
"68956259","variant"
"70280242","control"
"64657148","variant"
"64267139","variant"
"63912675","variant"
"70998621","variant"
"65052013","control"
"63869731","control"
"66322438","variant"
"71508759","control"
"70324801","control"
"72771782","variant"
"67169140","variant"
"69853763","variant"
"65500943","control"
"71358854","variant"
"67709302","control"
"70162955","control"
"28321017","control"
"70888453","variant"
"68830620","control"
"69488593","control"
"70568507","control"
"71289900","control"
"70440997","control"
"55240277","variant"
"70751305","control"
"67251110","control"
"70753168","control"
"70552386","control"
"71028700","control"
"67698159","variant"
"71101593","control"
"69305459","variant"
"67652374","control"
"67854435","control"
"68678796","variant"
"69086942","control"
"69844773","variant"
"69324542","control"
"63816504","control"
"70522252","control"
"67683381","variant"
"64572857","control"
"67634555","control"
"71373288","variant"
"70249726","variant"
"71287509","control"
"64623767","control"
"69799068","variant"
"58341568","control"
"69882414","variant"
"69385763","control"
"71020402","control"
"67991522","variant"
"67633365","variant"
"65170355","variant"
"65987804","control"
"65371267","variant"
"71764679","control"
"71332450","control"
"70872454","variant"
"67580745","variant"
"71458257","control"
"67090914","variant"
"68054084","control"
"69504901","control"
"69758398","variant"
"71322799","control"
"50063404","control"
"68969686","control"
"71197060","control"
"70045838","control"
"70394266","variant"
"69067358","variant"
"71012846","variant"
"71482784","control"
"67765920","control"
"66628240","variant"
"71448386","control"
"70987397","variant"
"67994438","variant"
"64597792","control"
"69335194","control"
"69796167","variant"
"68615954","variant"
"67932266","control"
"69402292","control"
"67339971","control"
"64039835","variant"
"70866237","control"
"70706755","variant"
"67371044","variant"
"68851312","variant"
"70095174","variant"
"68582197","variant"
"70661164","variant"
"66765946","control"
"69194241","control"
"68726899","control"
"70865999","control"
"66918942","control"
"56888230","control"
"69657267","variant"
"70197199","variant"
"68893149","variant"
"71518475","variant"
"67922931","variant"
"66809913","control"
"64237891","control"
"64934675","control"
"65988769","control"
"64978915","control"
"64660051","control"
"66500735","control"
"64557362","control"
"56828652","control"
"64692756","variant"
"67330933","variant"
"64741649","control"
"66389644","control"
"67165771","variant"
"70281411","variant"
"63811557","variant"
"66677372","variant"
"65670001","variant"
"71198547","control"
"69646332","control"
"65660325","variant"
"71002610","control"
"66167184","variant"
"66490770","control"
"70042554","control"
"70326226","control"
"64480815","variant"
"48083365","variant"
"71302884","variant"
"70832461","variant"
"66394489","variant"
"70910121","variant"
"72622274","control"
"60270437","control"
"66901888","control"
"65688150","control"
"68893039","control"
"66814360","control"
"65792849","variant"
"64491349","variant"
"70899299","variant"
"67866051","variant"
"70138194","variant"
"63737477","variant"
"67650851","variant"
"64315853","variant"
"66985223","variant"
"53796637","control"
"66763980","variant"
"67192783","variant"
"67612353","control"
"65972813","control"
"66475768","control"
"66726643","control"
"69000795","control"
"68681353","control"
"69631510","control"
"55648587","control"
"63803509","control"
"67487933","control"
"65266828","control"
"67694761","control"
"66706217","control"
"57747689","control"
"65269649","control"
"57908275","control"
"60357099","control"
"70369579","variant"
"69808135","variant"
"71208354","variant"
"56196486","variant"
"64178521","variant"
"66419340","variant"
"66500399","control"
"65420205","control"
"64702056","variant"
"69763152","control"
"72821233","variant"
"71358135","control"
"71061411","control"
"69100646","control"
"71437240","control"
"64239526","variant"
"64632386","variant"
"65363466","variant"
"65981131","variant"
"70719241","variant"
"71240324","variant"
"70684636","variant"
"64677710","variant"
"71257707","control"
"71505743","variant"
"69407382","control"
"67242031","variant"
"64171771","variant"
"71358126","variant"
"64769632","variant"
"71698566","control"
"68819619","control"
"69151384","variant"
"64744301","variant"
"71367868","variant"
"63552590","variant"
"69025223","control"
"71415560","control"
"70061278","variant"
"64535920","variant"
"67331338","variant"
"71031632","variant"
"71032034","variant"
"69838251","variant"
"70044617","variant"
"69708729","variant"
"67956220","variant"
"69774777","variant"
"67626253","variant"
"69898145","variant"
"68817447","control"
"70804942","control"
"70446776","variant"
"67877942","variant"
"68870896","variant"
"69374985","control"
"69527373","control"
"70735127","variant"
"50065729","variant"
"68922115","control"
"72813934","control"
"71229884","variant"
"64165414","variant"
"71206414","variant"
"65322089","variant"
"69997215","control"
"61918276","variant"
"67610674","control"
"65599537","control"
"65213102","variant"
"64969863","control"
"68670873","variant"
"67504917","variant"
"67487227","variant"
"70684952","variant"
"69633715","variant"
"68807099","variant"
"70064840","variant"
"67695465","variant"
"68882390","variant"
"71365428","variant"
"70168849","variant"
"69925024","variant"
"63246549","variant"
"66065785","variant"
"64254583","control"
"65278652","control"
"70499885","variant"
"64752785","control"
"63813600","control"
"69126008","variant"
"66549145","variant"
"53696448","variant"
"69766991","control"
"69502718","control"
"69800112","variant"
"70910450","variant"
"69080621","control"
"67765421","control"
"69339793","control"
"69935794","control"
"69094002","control"
"72693022","variant"
"67884108","control"
"70991145","control"
"72872774","variant"
"69801827","variant"
"70922576","control"
"69613187","control"
"65795275","control"
"69859397","variant"
"66076264","variant"
"65506670","variant"
"65566971","variant"
"64657231","control"
"68898182","variant"
"59369156","variant"
"68679803","variant"
"69944219","variant"
"67950956","control"
"68858992","variant"
"67064132","variant"
"70946039","variant"
"69928167","control"
"69546864","variant"
"69303152","control"
"67938357","control"
"70635599","control"
"71000156","control"
"67125885","control"
"67934245","control"
"67754233","control"
"70134945","control"
"70897347","control"
"68055437","control"
"48556391","variant"
"55070498","control"
"69288374","variant"
"72777613","control"
"65506111","control"
"64368380","control"
"66403635","control"
"67949187","control"
"66890417","control"
"71047907","variant"
"69861300","variant"
"65487405","control"
"68842792","variant"
"68989318","control"
"71346530","variant"
"64573241","variant"
"71008070","variant"
"68979044","variant"
"67359094","variant"
"60321801","control"
"65591565","variant"
"68620988","variant"
"71259839","variant"
"70761061","control"
"70402943","control"
"71429168","control"
"70390955","control"
"67574373","variant"
"71044744","control"
"66092103","control"
"71571094","control"
"69543988","variant"
"69124203","control"
"71367545","variant"
"68853359","control"
"69491155","variant"
"58431525","variant"
"68062187","control"
"64679026","variant"
"68828613","variant"
"69808663","variant"
"66474594","control"
"68879601","variant"
"69165357","variant"
"68958046","variant"
"55612003","variant"
"64582506","variant"
"66286332","variant"
"65903280","variant"
"70287505","variant"
"57335219","variant"
"66169479","control"
"70073540","control"
"65858571","variant"
"69281594","control"
"68867478","control"
"70134972","control"
"66287927","variant"
"71355973","control"
"68796996","control"
"71337373","control"
"64580338","control"
"65080264","control"
"69987200","variant"
"71388631","control"
"53200447","variant"
"55145140","variant"
"70526052","variant"
"65797756","control"
"65976948","control"
"68010302","control"
"69926184","control"
"71358296","control"
"62009420","variant"
"62436458","control"
"71626672","variant"
"70337773","control"
"67822126","variant"
"65642981","control"
"68906478","variant"
"63734793","variant"
"68569419","control"
"66731636","variant"
"63685888","control"
"70568837","control"
"68640257","variant"
"66190696","control"
"65264125","variant"
"66836528","control"
"64528843","variant"
"63969004","control"
"59238714","control"
"67586161","variant"
"64231284","variant"
"70077375","variant"
"65062336","control"
"68971083","variant"
"70940044","variant"
"71605065","variant"
"67674373","control"
"64979575","control"
"64591200","variant"
"67879741","control"
"69841450","control"
"65602346","variant"
"64152497","variant"
"67149473","control"
"68004961","variant"
"67831432","control"
"69946975","control"
"35359947","control"
"66797320","variant"
"66207465","control"
"65680941","control"
"63697308","variant"
"69908015","variant"
"65584883","variant"
"65839235","variant"
"71714786","variant"
"64637043","control"
"64627371","control"
"66190704","control"
"65098257","variant"
"54909270","control"
"67268218","control"
"71365792","variant"
"71260377","control"
"66810312","control"
"68630250","control"
"69868322","control"
"68996917","control"
"66890064","control"
"64334193","variant"
"70840977","control"
"65900666","control"
"71618601","control"
"71286003","control"
"60417646","control"
"68973620","control"
"69016993","variant"
"65026765","control"
"64242126","control"
"68675946","control"
"64828551","control"
"66796121","variant"
"68873874","control"
"68684466","variant"
"63381309","control"
"69015077","control"
"71476457","variant"
"64139490","variant"
"61806814","variant"
"67931198","control"
"69263877","control"
"68740562","variant"
"64375430","variant"
"69850838","variant"
"71093825","variant"
"67849941","control"
"64366424","variant"
"66486055","variant"
"68864364","control"
"70009330","control"
"64416029","variant"
"68945150","control"
"68592702","variant"
"69292607","control"
"71207551","variant"
"71252299","variant"
"64340005","control"
"69260534","variant"
"71431255","control"
"69576898","variant"
"69514954","control"
"68853676","control"
"68745168","variant"
"69819957","control"
"68870773","variant"
"63922172","variant"
"65450959","control"
"63934687","variant"
"66459638","control"
"63435400","variant"
"72619187","variant"
"66106515","control"
"64337618","control"
"69036569","control"
"64846477","control"
"69838315","variant"
"66060548","control"
"69294354","variant"
"69841223","variant"
"70514260","variant"
"72716684","control"
"69521421","control"
"69383033","control"
"67563515","variant"
"71016623","variant"
"67373499","control"
"68728518","variant"
"69781938","control"
"69388007","variant"
"68759855","variant"
"70301462","control"
"69799776","variant"
"71269365","control"
"70556598","control"
"69417512","control"
"69877322","variant"
"67692631","control"
"67208017","variant"
"63021625","variant"
"66904746","variant"
"69488837","control"
"71703756","variant"
"69881869","variant"
"69047433","control"
"71104295","variant"
"70946159","control"
"71283390","variant"
"69330194","control"
"66603593","control"
"66487556","variant"
"69595168","variant"
"67963446","control"
"71285197","variant"
"69262794","control"
"71201270","control"
"71084182","variant"
"67845537","control"
"66735154","variant"
"69904678","control"
"70798380","control"
"53616700","variant"
"70513305","variant"
"66382147","control"
"67992749","control"
"69240770","variant"
"68572773","control"
"70229629","control"
"69098905","variant"
"66779102","control"
"67363821","control"
"69104466","control"
"70775807","control"
"67845848","variant"
"69311401","control"
"69859322","variant"
"69687275","variant"
"68624211","variant"
"69053056","control"
"64862275","variant"
"66379638","variant"
"66703183","variant"
"66648724","control"
"66277459","control"
"63952868","variant"
"66946960","variant"
"70922514","control"
"67466187","control"
"66867590","control"
"66567031","control"
"65267443","variant"
"57186189","control"
"61252733","variant"
"64936889","control"
"63742484","variant"
"64867084","control"
"65944969","control"
"66551293","control"
"70178182","variant"
"64408398","variant"
"61430536","variant"
"58349843","variant"
"65369107","control"
"68999980","control"
"47537291","control"
"65056400","variant"
"65598128","variant"
"65121192","variant"
"67181395","variant"
"63750534","variant"
"63555330","variant"
"69601620","control"
"69758441","variant"
"64045410","variant"
"50578075","control"
"69788914","control"
"70946960","control"
"64447510","control"
"70827091","control"
"71258972","control"
"69879539","control"
"63416009","variant"
"53546951","variant"
"65085413","control"
"65787054","variant"
"58903902","variant"
"63921391","control"
"72659825","variant"
"64258205","control"
"71302700","control"
"53439059","control"
"63897440","control"
"67789877","control"
"68033656","control"
"70033078","control"
"66397078","control"
"67958156","control"
"59263919","control"
